"﻿web_scraper_order","web_scraper_start_url","sede","codigo","horario","grupo","creditos"
"1789514539-431","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1205","MIE[09:30-11:20]","5","0"
"1789514539-432","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","SE1205","MIE[09:00-10:50]","20","0"
"1789514539-433","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1205","MAR[07:30-09:20]","2","0"
"1789514539-434","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1205","LUN[09:30-11:20]","1","0"
"1789514539-435","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1205","JUE[07:30-09:20]","6","0"
"1789514539-436","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1205","LUN[09:30-11:20]","1","0"
"1789514539-437","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1205","JUE[07:30-09:20]","6","0"
"1789514539-438","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","SE1205","MIE[07:00-08:45]","50","0"
"1789514539-439","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1205","JUE[09:30-11:20]","7","0"
"1789514539-440","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","SE1205","JUE[09:30-11:20]","40","0"
"1789514539-441","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1206","MAR[09:30-11:20]","1","0"
"1789514539-442","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1206","MAR[09:30-11:20]","2","0"
"1789514539-443","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","SE1206","MIE[12:30-14:15]","50","0"
"1789514539-444","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1206","VIE[13:00-14:50]","6","0"
"1789514539-445","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1206","LUN[07:30-09:20]","5","0"
"1789514539-446","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","SE1206","MIE[15:00-16:50]","40","0"
"1789514539-447","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1209","LUN[07:30-09:20]","1","0"
"1789514539-448","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1209","MAR[09:30-11:20]","2","0"
"1789514539-449","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1218","MAR[09:30-11:20]","1","0"
"1789514539-450","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","SE1218","MIE[17:30-19:10]","40","0"
"1789514539-451","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","SE1218","JUE[13:00-14:50]","41","0"
"1789514539-452","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","SE1218","MAR[13:00-14:50]","42","0"
"1789514539-453","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1218","MAR[09:30-11:20]","1","0"
"1789514539-454","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","SE1218","MIE[17:30-19:10]","40","0"
"1789514539-455","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","SE1218","JUE[13:00-14:50]","41","0"
"1789514539-456","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","SE1218","MAR[13:00-14:50]","42","0"
"1789514539-457","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1219","LUN[07:30-09:20]","1","0"
"1789514539-458","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1219","MAR[15:00-16:50]","2","0"
"1789514539-459","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","SE1220","MAR[12:30-14:15]","50","0"
"1789514539-460","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE LIMON","SE1220","JUE[15:00-16:50]","60","0"
"1789514539-461","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE LIMON","SE1220","JUE[17:00-18:50]","61","0"
"1789514539-462","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE LIMON","SE1220","JUE[15:00-16:50]","60","0"
"1789514539-463","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE LIMON","SE1220","JUE[17:00-18:50]","61","0"
"1789514539-464","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1221","MAR[09:30-11:20]","1","0"
"1789514539-465","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","SE1221","VIE[09:00-10:50]","20","0"
"1789514539-466","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1221","MAR[09:30-11:20]","1","0"
"1789514539-467","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","SE1221","VIE[09:00-10:50]","20","0"
"1789514539-468","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","SE1221","MIE[16:10-17:55]","50","0"
"1789514539-469","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1222","MIE[09:30-11:20]","1","0"
"1789514539-470","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1222","VIE[09:30-11:20]","2","0"
"1789514539-471","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1222","MIE[09:30-11:20]","1","0"
"1789514539-472","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SE1222","VIE[09:30-11:20]","2","0"
"1789514539-473","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","SE1222","LUN[09:45-11:30]","50","0"
"1789514539-474","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","SE1223","JUE[12:30-14:15]","50","0"
"1789514539-475","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN JOSE","SE1223","MAR[09:30-11:20]","40","0"
"1789514539-476","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","SE2110","MIE[09:45-11:30]","50","0"
"1789514539-477","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","SE2111","MAR[12:30-14:15]","50","0"
"1789514539-478","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO LOCAL SAN CARLOS","SO4604","MAR[07:55-10:35]","50","3"
"1789514539-479","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SO4604","JUE[13:00-15:50]","2","3"
"1789514539-480","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE LIMON","SO4604","JUE[07:30-10:20]","60","3"
"1789514539-481","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CENTRO ACADEMICO DE ALAJUELA","SO4604","MIE[13:00-15:50]","20","3"
"1789514539-482","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SO4604","LUN[07:30-10:20]","1","3"
"1789514539-483","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SO4604","JUE[17:00-19:50]","3","3"
"1789514539-484","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SO4604","MIE[13:00-15:50]","4","3"
"1789514539-485","https://tec-appsext.itcr.ac.cr/guiahorarios/estudiante.aspx","CAMPUS TECNOLOGICO CENTRAL CARTAGO","SO4604","VIE[07:30-10:20]","5","3"
